MEREK,BRAND,TIPE HOSE,Working Pressure Bar,Working Pressure Psi,Hose O.D. (mm),Hose O.D. (in),Hose I.D. (mm),Hose I.D. (in),Temperature Range (°C),Bend Radius (mm),tipe kawat,Standard,Inch,DN,Min Burst Pressure bar,Min Bar Pressure psi,Type Bend
SEMPERIT,,4SH-4,180.0,2611.0,14.6,0.575,6.7,0.264,-30 to 150,171.2,6S - 6 Wire Spiral,SAE 100 R13,,,,,
SEMPERIT,,4SP-10,200.0,2901.0,22.3,0.878,16.5,0.65,-40°C to 125°C,234.0,4S - 4 Wire Spiral,SAE 100 R15,,,,,
SEMPERIT,,4SP-10,180.0,2611.0,22.2,0.874,14.5,0.571,-30 to 100,260.1,4S - 4 Wire Spiral,SAE 100 R15,,,,,
SEMPERIT,,4SP-6,420.0,6092.0,17.1,0.673,9.7,0.382,-30 to 125,255.0,1 Wire Braid,SAE 100 R1,,,,,
SEMPERIT,,4SP-8,200.0,2901.0,17.3,0.681,13,0.512,-40 to 150,246.1,1 Wire Braid,SAE 100 R2,,,,,
SEMPERIT,,GH-12,380.0,5511.0,27.4,1.079,19,0.748,-40 to 120,90.1,4S - 4 Wire Spiral,SAE 100 R13,,,,,
SEMPERIT,,GH-16,380.0,5511.0,35.1,1.382,27,1.063,-30 to 125,158.3,6S - 6 Wire Spiral,SAE 100 R2,,,,,
SEMPERIT,,GH-32,450.0,6527.0,54.0,2.126,46.3,1.823,-40 to 150,195.7,6S - 6 Wire Spiral,SAE 100 R1,,,,,
SEMPERIT,,GH-6,275.0,3989.0,18.5,0.728,8.8,0.346,-50 to 120,129.4,6S - 6 Wire Spiral,SAE 100 R2,,,,,
SEMPERIT,,GH-6,320.0,4641.0,18.8,0.74,8.9,0.35,-50 to 150,143.4,4S - 4 Wire Spiral,EN 856 4SP,,,,,
SEMPERIT,,GH-8,225.0,3263.0,16.6,0.654,11.8,0.465,-50 to 100,85.8,2 Wire Braid,SAE 100 R15,,,,,
SEMPERIT,,HP-16,350.0,5076.0,32.9,1.295,23.4,0.921,-30 to 100,179.2,1 Wire Braid,ISO 18752 A/D,,,,,
SEMPERIT,,HP-4,160.0,2321.0,15.1,0.594,6.4,0.252,-50 to 100,79.7,1 Wire Braid,SAE 100 R12,,,,,
SEMPERIT,,HP-8,200.0,2901.0,21.7,0.854,12.2,0.48,-50 to 125,111.1,2 Wire Braid,SAE 100 R13,,,,,
SEMPERIT,,M2T-10,215.0,3118.0,22.4,0.882,14.8,0.583,-30 to 120,290.6,2 Wire Braid,SAE 100 R15,,,,,
SEMPERIT,,M2T-12,300.0,4351.0,26.1,1.028,20.1,0.791,-30 to 125,250.2,2 Wire Braid,SAE 100 R15,,,,,
SEMPERIT,,M2T-20,350.0,5076.0,32.7,1.287,28.5,1.122,-30 to 120,254.6,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
SEMPERIT,,M2T-24,275.0,3989.0,47.2,1.858,40.1,1.579,-50 to 150,156.8,6S - 6 Wire Spiral,EN 856 4SH,,,,,
SEMPERIT,,M2T-32,250.0,3626.0,56.7,2.232,49.3,1.941,-50 to 100,99.7,6S - 6 Wire Spiral,EN 853 1SN,,,,,
SEMPERIT,,M2T-32,300.0,4351.0,59.6,2.346,50.9,2.004,-30 to 125,60.2,2 Wire Braid,SAE 100 R15,,,,,
SEMPERIT,,R1-10,420.0,6092.0,24.3,0.957,15.7,0.618,-50 to 120,182.7,1 Wire Braid,ISO 18752 A/D,,,,,
SEMPERIT,,R1-10,225.0,3263.0,22.1,0.87,16.2,0.638,-50 to 150,191.8,2 Wire Braid,EN 853 2SN,,,,,
SEMPERIT,,R1-32,215.0,3118.0,54.5,2.146,48.6,1.913,-30 to 100,229.3,4S - 4 Wire Spiral,EN 856 4SH,,,,,
SEMPERIT,,R1-32,225.0,3263.0,59.6,2.346,49.7,1.957,-50 to 100,275.1,4S - 4 Wire Spiral,EN 853 2SN,,,,,
SEMPERIT,,R2-16,320.0,4641.0,28.8,1.134,22.9,0.902,-50 to 125,262.4,4S - 4 Wire Spiral,SAE 100 R1,,,,,
SEMPERIT,,R2-16,350.0,5076.0,31.2,1.228,24,0.945,-40 to 120,119.0,1 Wire Braid,EN 853 2SN,,,,,
SEMPERIT,,R2-16,300.0,4351.0,32.2,1.268,23,0.906,-40 to 150,63.4,1 Wire Braid,SAE 100 R12,,,,,
SEMPERIT,,R2-8,350.0,5076.0,18.4,0.724,12.3,0.484,-30 to 120,76.3,6S - 6 Wire Spiral,SAE 100 R13,,,,,
SEMPERIT,,XT-10,450.0,6527.0,20.2,0.795,14.5,0.571,-40°C to 100°C,176.4,4S - 4 Wire Spiral,EN 856 4SP,,,,,
SEMPERIT,,XT-16,350.0,5076.0,27.9,1.098,23.4,0.921,-40 to 150,185.4,2 Wire Braid,EN 853 1SN,,,,,
SEMPERIT,,XT-24,380.0,5511.0,43.8,1.724,37.4,1.472,-30 to 100,82.6,2 Wire Braid,EN 853 2SN,,,,,
SEMPERIT,,XT-32,380.0,5511.0,57.7,2.272,47.9,1.886,-40 to 150,224.0,6S - 6 Wire Spiral,EN 853 1SN,,,,,
SEMPERIT,,XT-4,450.0,6527.0,14.2,0.559,6.1,0.24,-30 to 125,50.9,6S - 6 Wire Spiral,SAE 100 R1,,,,,
WINNER,DANFOSS,EC110-04L,225.0,3250.0,14.1,0.56,6.4,0.25,,,,,,,,,
WINNER,DANFOSS,EC110-05L,215.0,3125.0,15.7,0.62,7.9,0.31,,,,,,,,,
WINNER,DANFOSS,EC110-06L,180.0,2600.0,18.1,0.71,9.5,0.38,,,,,,,,,
WINNER,DANFOSS,EC110-08L,160.0,2300.0,21.4,0.84,12.7,0.5,,,,,,,,,
WINNER,DANFOSS,EC110-10L,130.0,1900.0,24.5,0.96,15.9,0.62,,,,,,,,,
WINNER,DANFOSS,EC110-12L,105.0,1525.0,28.5,1.12,19,0.75,,,,,,,,,
WINNER,DANFOSS,EC110-16L,88.0,1275.0,36.6,1.44,25.4,1,,,,,,,,,
WINNER,DANFOSS,EC110-20L,63.0,925.0,44.8,1.76,31.8,1.25,,,,,,,,,
WINNER,DANFOSS,EC110-24L,50.0,725.0,52.1,2.05,38.1,1.5,,,,,,,,,
WINNER,DANFOSS,EC110-32L,40.0,580.0,65.5,2.58,50.8,2,,,,,,,,,
WINNER,DANFOSS,EC110-40L*,40.0,580.0,78.0,3.07,63.5,2.5,,,,,,,,,
WINNER,DANFOSS,EC110-48L*,35.0,508.0,90.5,3.56,76.2,3,,,,,,,,,
WINNER,DANFOSS,EC115-04,225.0,3250.0,12.6,0.5,6.4,0.25,,50.0,,,,,900.0,13000.0,
WINNER,DANFOSS,EC115-05,215.0,3125.0,14.5,0.57,7.9,0.31,,55.0,,,,,860.0,12500.0,
WINNER,DANFOSS,EC115-06,180.0,2600.0,16.0,0.63,9.5,0.38,,63.0,,,,,720.0,10400.0,
WINNER,DANFOSS,EC115-08,160.0,2300.0,19.4,0.77,12.7,0.5,,90.0,,,,,640.0,9200.0,
WINNER,DANFOSS,EC115-10,130.0,1900.0,22.4,0.88,15.9,0.62,,100.0,,,,,530.0,7600.0,
WINNER,DANFOSS,EC115-12,105.0,1525.0,26.0,1.02,19,0.75,,120.0,,,,,420.0,6100.0,
WINNER,DANFOSS,EC115-16,88.0,1275.0,33.8,1.33,25.4,1,,160.0,,,,,352.0,5100.0,
WINNER,DANFOSS,EC115-20,63.0,925.0,41.2,1.62,31.8,1.25,,210.0,,,,,252.0,3700.0,
WINNER,DANFOSS,EC115-24,50.0,725.0,48.0,1.89,38.1,1.5,,300.0,,,,,200.0,2900.0,
WINNER,DANFOSS,EC115-32,40.0,580.0,61.0,2.41,50.8,2,,400.0,,,,,160.0,2320.0,
WINNER,DANFOSS,EC210-04L,400.0,5800.0,15.7,0.62,6.4,0.25,,,,,,,,,
WINNER,DANFOSS,EC210-05L,350.0,5100.0,17.3,0.68,7.9,0.31,,,,,,,,,
WINNER,DANFOSS,EC210-06L,330.0,4800.0,19.7,0.78,9.5,0.38,,,,,,,,,
WINNER,DANFOSS,EC210-08L,275.0,4000.0,23.0,0.91,12.7,0.5,,,,,,,,,
WINNER,DANFOSS,EC210-10L,250.0,3650.0,26.2,1.03,15.9,0.62,,,,,,,,,
WINNER,DANFOSS,EC210-12L,215.0,3125.0,30.1,1.19,19,0.75,,,,,,,,,
WINNER,DANFOSS,EC210-16L,165.0,2400.0,38.9,1.53,25.4,1,,,,,,,,,
WINNER,DANFOSS,EC210-20L,125.0,1800.0,49.5,1.95,31.8,1.25,,,,,,,,,
WINNER,DANFOSS,EC210-24L,55.9,2.2,55.9,2.2,38.1,1.5,,,,,,,,,
WINNER,DANFOSS,EC210-32L,68.6,2.7,68.6,2.7,50.8,2,,,,,,,,,
WINNER,DANFOSS,EC210-40L*,81.0,3.19,81.0,3.19,63.5,2.5,,,,,,,,,
WINNER,DANFOSS,EC210-48L*,93.0,3.66,93.0,3.66,76.2,3,,,,,,,,,
WINNER,DANFOSS,EC215-04,400.0,5800.0,13.5,0.53,6.4,0.25, -40°C to 100°C,50.0,,,,,1600.0,23200.0,
WINNER,DANFOSS,EC215-05,350.0,5100.0,16.0,0.63,7.9,0.31, -40°C to 100°C,55.0,,,,,1400.0,20400.0,
WINNER,DANFOSS,EC215-06,345.0,5000.0,17.5,0.69,9.5,0.38, -40°C to 100°C,65.0,,,,,1380.0,16000.0,
WINNER,DANFOSS,EC215-08,275.0,4000.0,20.8,0.82,12.7,0.5, -40°C to 100°C,90.0,,,,,1100.0,14600.0,
WINNER,DANFOSS,EC215-10,250.0,3650.0,24.0,0.94,15.9,0.62, -40°C to 100°C,100.0,,,,,1000.0,12500.0,
WINNER,DANFOSS,EC215-12,215.0,3125.0,27.9,1.1,19,0.75, -40°C to 100°C,120.0,,,,,860.0,9600.0,
WINNER,DANFOSS,EC215-16,165.0,2400.0,35.7,1.4,25.4,1, -40°C to 100°C,160.0,,,,,500.0,7200.0,
WINNER,DANFOSS,EC215-20,125.0,1800.0,43.9,1.73,31.8,1.25, -40°C to 100°C,250.0,,,,,400.0,5800.0,
WINNER,DANFOSS,EC215-24,100.0,1450.0,51.0,2.01,38.1,1.5, -40°C to 100°C,300.0,,,,,360.0,5200.0,
WINNER,DANFOSS,EC215-32,90.0,1300.0,63.4,2.5,50.8,2, -40°C to 100°C,400.0,,,,,,,
WINNER,DANFOSS,EC420-12,350.0,5100.0,32.1,1.27,19,0.75, -40°C to 121°C,120.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 18752 MSHA | USCG | DNV,,,1400.0,20400.0,half bend
WINNER,DANFOSS,EC420-20,350.0,5100.0,49.8,1.96,32.8,1.25, -40°C to 121°C,210.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 18752 MSHA | USCG | DNV,,,1400.0,20400.0,half bend
WINNER,DANFOSS,EC420-24,350.0,5100.0,57.3,2.26,38.1,1.5, -40°C to 121°C,250.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 18752 MSHA | USCG | DNV,,,1400.0,20400.0,half bend
WINNER,DANFOSS,EC420-26,350.0,5100.0,38.7,1.53,25.4,1, -40°C to 121°C,150.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 18752 MSHA | USCG | DNV,,,1400.0,20400.0,half bend
WINNER,DANFOSS,EC420-32,350.0,5100.0,71.6,2.82,50.8,2, -40°C to 121°C,320.0,6S - 6 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 18752 MSHA | USCG | DNV,,,1400.0,20400.0,half bend
WINNER,DANFOSS,EC426-06,445.0,6450.0,20.9,0.85,9.5,0.37, -40°C to 100°C,180.0,,,,10.0,1780.0,25800.0,
WINNER,DANFOSS,EC426-08,415.0,6000.0,25.4,1.0,12.7,0.5, -40°C to 100°C,230.0,,,,12.0,1660.0,24000.0,
WINNER,DANFOSS,EC426-10,350.0,5100.0,29.0,1.14,15.9,0.62, -40°C to 100°C,250.0,,,,16.0,1400.0,20400.0,
WINNER,DANFOSS,EC426-12,350.0,5100.0,33.0,1.3,19,0.75, -40°C to 100°C,300.0,,,,19.0,1400.0,20400.0,
WINNER,DANFOSS,EC426-16,280.0,4050.0,40.9,1.61,25.4,1, -40°C to 100°C,340.0,,,,25.0,1120.0,16200.0,
WINNER,DANFOSS,EC426-20,210.0,3050.0,48.6,1.91,31.8,1.25, -40°C to 100°C,460.0,,,,31.0,840.0,12200.0,
WINNER,DANFOSS,EC512-12,350.0,5100.0,31.0,1.22,19,0.75, -40°C to 127°C,121.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 3862 R13,,19.0,1400.0,20400.0,
WINNER,DANFOSS,EC512-16,350.0,5100.0,38.4,1.51,25.4,1, -40°C to 127°C,152.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 3862 R13,,25.0,1400.0,20400.0,
WINNER,DANFOSS,EC512-20,350.0,5100.0,45.5,1.79,31.8,1.25, -40°C to 127°C,210.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 3862 R13,,31.0,1400.0,20400.0,
WINNER,DANFOSS,EC512-24,350.0,5100.0,53.5,2.11,38.1,1.5, -40°C to 127°C,254.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 3862 R13,,38.0,1400.0,20400.0,
WINNER,DANFOSS,EC512-32,350.0,5100.0,71.8,2.83,50.8,2, -40°C to 127°C,476.0,4S - 4 Wire Spiral,SAE 100R13 | EN 856 R13 | ISO 3862 R13,,51.0,1400.0,20400.0,
WINNER,DANFOSS,EC615-16,420.0,6100.0,39.9,1.57,25.4,1, -40°C to 121°C,330.0,BOTH 4S - 4 Wire Spiral & 6S - Wire Spiral,SAE 100R15 | EN 856 R13 | ISO 18752 MSHA | DNV,,,1680.0,24400.0,
WINNER,DANFOSS,EC615-20,420.0,6100.0,51.3,2.02,31.8,1.25, -40°C to 121°C,445.0,BOTH 4S - 4 Wire Spiral & 6S - Wire Spiral,SAE 100R15 | EN 856 R13 | ISO 18752 MSHA | DNV,,,1680.0,24400.0,
WINNER,DANFOSS,EC615-24,420.0,6100.0,58.8,2.31,38.1,1.5, -40°C to 121°C,530.0,BOTH 4S - 4 Wire Spiral & 6S - Wire Spiral,SAE 100R15 | EN 856 R13 | ISO 18752 MSHA | DNV,,,1680.0,24400.0,
WINNER,DANFOSS,EC615-32,420.0,6100.0,72.8,2.87,50.8,2, -40°C to 121°C,600.0,BOTH 4S - 4 Wire Spiral & 6S - Wire Spiral,SAE 100R15 | EN 856 R13 | ISO 18752 MSHA | DNV,,,1680.0,24400.0,
WINNER,DANFOSS,EC640-06,420.0,6100.0,20.9,0.82,9.5,0.37,,,,,,,,,
WINNER,DANFOSS,EC640-08,420.0,6100.0,24.0,0.94,12.7,0.5,,,,,,,,,
WINNER,DANFOSS,EC640-10,420.0,6100.0,27.7,1.09,15.9,0.63,,,,,,,,,
WINNER,DANFOSS,EC640-12,420.0,6100.0,30.7,1.21,19,0.75,,,,,,,,,
WINNER,DANFOSS,EC640-16,420.0,6100.0,37.9,1.49,25.4,1,,,,,,,,,
WINNER,DANFOSS,EC640-20,420.0,6100.0,49.6,1.95,31.8,1.25,,,,,,,,,
WINNER,DANFOSS,EC640-24,420.0,6100.0,56.9,2.24,38.1,1.5,,,,,,,,,
WINNER,DANFOSS,EC640-32,420.0,6100.0,71.4,2.81,50.8,2,,,,,,,,,
WINNER,DANFOSS,EC850-10,500.0,7250.0,29.0,1.14,15.9,0.63,,,,,,,,,
WINNER,DANFOSS,EC850-12,500.0,7250.0,33.3,1.31,19,0.75,,,,,,,,,
WINNER,DANFOSS,EC850-16,500.0,7250.0,40.4,1.59,25.4,1,,,,,,,,,
WINNER,DANFOSS,EC850-20,500.0,7250.0,50.9,2.0,31.8,1.25,,,,,,,,,
WINNER,DANFOSS,EC881-10,350.0,5075.0,24.7,0.97,15.9,0.82,,68.0,,,16,,1400.0,20300.0,
WINNER,DANFOSS,EC881-12,330.0,4785.0,28.6,1.13,19,0.75,,80.0,,,19,,1320.0,19140.0,
WINNER,DANFOSS,EC881-16,280.0,4060.0,36.6,1.44,25.4,1,,150.0,,,25,,1120.0,16240.0,
WINNER,DANFOSS,EC881-20,172.0,2599.0,44.3,1.74,31.8,1.25,,210.0,,,31,,9980.0,9980.0,
WINNER,DANFOSS,EC881-24,138.0,2000.0,53.8,2.08,38.1,1.5,,250.0,,,38,,8000.0,,
WINNER,DANFOSS,EC881-32,110.0,1600.0,65.5,2.58,50.8,2,,315.0,,,51,,6400.0,,
WINNER,DANFOSS,EC881-4,450.0,6525.0,14.2,0.56,6.4,0.25,,33.0,,,6,,1800.0,26100.0,
WINNER,DANFOSS,EC881-5,400.0,5800.0,16.0,0.63,7.9,0.31,,38.0,,,8,,1600.0,23200.0,
WINNER,DANFOSS,EC881-6,400.0,5800.0,18.3,0.72,9.5,0.38,,42.0,,,10,,1600.0,23200.0,
WINNER,DANFOSS,EC881-8,360.0,5220.0,21.5,0.85,12.7,0.5,,60.0,,,12,,1440.0,20880.0,
WINNER,DANFOSS,WH004-12,21.0,305.0,30.0,1.18,19,0.75,-40°C to +100°C (-40°F to +212°F),40.0,1.57,SAE 100R4 | MSHA IC-261/5,,,84.0,1220.0,
WINNER,DANFOSS,WH004-16,17.0,245.0,36.2,1.43,25.4,1,-40°C to +100°C (-40°F to +212°F),45.0,1.77,SAE 100R4 | MSHA IC-261/5,,,68.0,980.0,
WINNER,DANFOSS,WH004-20,14.0,205.0,43.0,1.69,31.4,1.25,-40°C to +100°C (-40°F to +212°F),60.0,2.36,SAE 100R4 | MSHA IC-261/5,,,56.0,820.0,
WINNER,DANFOSS,WH004-24,20.5,150.0,50.2,1.98,38.1,1.5,-40°C to +100°C (-40°F to +212°F),65.0,2.56,SAE 100R4 | MSHA IC-261/5,,,42.0,600.0,
WINNER,DANFOSS,WH004-32,7.0,100.0,63.2,2.49,50.8,2,-40°C to +100°C (-40°F to +212°F),100.0,3.94,SAE 100R4 | MSHA IC-261/5,,,28.0,400.0,
WINNER,DANFOSS,WH004-40,4.0,60.0,76.7,3.02,53.5,2.5,-40°C to +100°C (-40°F to +212°F),140.0,5.51,SAE 100R4 | MSHA IC-261/5,,,16.0,240.0,
WINNER,DANFOSS,WH004-48,4.0,60.0,89.4,3.52,76.2,3,-40°C to +100°C (-40°F to +212°F),180.0,7.09,SAE 100R4 | MSHA IC-261/5,,,16.0,240.0,
WINNER,DANFOSS,,,,,,,,,,,,,,,,
WINNER,DANFOSS,,,,,,,,,,,,,,,,
WINNER,DANFOSS,,,,,,,,,,,,,,,,
WINNER,DANFOSS,,,,,,,,,,,,,,,,
WINNER,DANFOSS,,,,,,,,,,,,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",1SN-10,500.0,7252.0,22.4,0.882,14.9,0.587,-30 to 125,136.5,4S - 4 Wire Spiral,SAE 100 R2,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",1SN-24,420.0,6092.0,38.8,1.528,33.9,1.335,-50 to 150,65.7,1 Wire Braid,EN 856 4SP,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",1SN-4,450.0,6527.0,14.5,0.571,6.6,0.26,-40°C to 100°C,73.9,2 Wire Braid,SAE 100 R2,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",2SN-10,450.0,6527.0,21.5,0.846,16.9,0.665,-50 to 125,278.9,4S - 4 Wire Spiral,SAE 100 R12,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",2SN-16,180.0,2611.0,32.9,1.295,23.7,0.933,-30 to 150,296.0,6S - 6 Wire Spiral,SAE 100 R12,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",2SN-20,380.0,5511.0,34.0,1.339,28.1,1.106,-40°C to 125°C,259.9,4S - 4 Wire Spiral,SAE 100 R2,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",2SN-4,275.0,3989.0,13.5,0.531,6.7,0.264,-30 to 120,150.2,2 Wire Braid,SAE 100 R15,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",2SN-6,250.0,3626.0,14.8,0.583,8.4,0.331,-30 to 125,249.3,2 Wire Braid,SAE 100 R1,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",2SN-8,320.0,4641.0,16.6,0.654,12.4,0.488,-50 to 100,93.5,1 Wire Braid,EN 853 1SN,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",4SH-4,250.0,3626.0,11.7,0.461,6.7,0.264,-30 to 120,122.6,2 Wire Braid,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",4SH-4,180.0,2611.0,15.0,0.591,5.9,0.232,-30 to 120,135.4,2 Wire Braid,SAE 100 R12,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",4SP-16,215.0,3118.0,29.6,1.165,25.1,0.988,-30 to 120,145.6,1 Wire Braid,EN 856 4SP,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",4SP-20,275.0,3989.0,40.4,1.591,33.1,1.303,-30 to 150,127.2,6S - 6 Wire Spiral,SAE 100 R15,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",4SP-6,215.0,3118.0,14.7,0.579,8.4,0.331,-30 to 150,228.8,4S - 4 Wire Spiral,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",GH-12,160.0,2321.0,24.4,0.961,18.9,0.744,-40 to 150,131.8,6S - 6 Wire Spiral,SAE 100 R2,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",GH-20,420.0,6092.0,41.5,1.634,32.7,1.287,-50 to 150,64.9,1 Wire Braid,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",GH-4,160.0,2321.0,12.6,0.496,6.3,0.248,-30 to 100,155.6,4S - 4 Wire Spiral,EN 853 2SN,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",HP-16,350.0,5076.0,28.4,1.118,23.4,0.921,-40°C to 125°C,210.1,2 Wire Braid,EN 853 1SN,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",HP-20,215.0,3118.0,36.0,1.417,28.1,1.106,-50 to 150,205.0,6S - 6 Wire Spiral,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",HP-20,380.0,5511.0,34.0,1.339,28.3,1.114,-50 to 120,91.2,6S - 6 Wire Spiral,SAE 100 R1,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",HP-32,300.0,4351.0,62.4,2.457,52.5,2.067,-50 to 125,282.1,6S - 6 Wire Spiral,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",M2T-10,300.0,4351.0,21.1,0.831,14.5,0.571,-50 to 125,125.7,6S - 6 Wire Spiral,EN 853 1SN,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",M2T-12,350.0,5076.0,27.3,1.075,18.2,0.717,-40 to 150,65.6,2 Wire Braid,SAE 100 R12,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",M2T-16,380.0,5511.0,34.7,1.366,25.6,1.008,-50 to 100,154.2,4S - 4 Wire Spiral,EN 853 1SN,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",M2T-24,180.0,2611.0,48.8,1.921,39.6,1.559,-30 to 125,163.7,1 Wire Braid,EN 856 4SP,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",M2T-6,300.0,4351.0,13.4,0.528,9.3,0.366,-50 to 100,293.5,6S - 6 Wire Spiral,SAE 100 R15,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",M2T-6,350.0,5076.0,15.6,0.614,8.7,0.343,-30 to 150,110.6,1 Wire Braid,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R1-20,275.0,3989.0,41.7,1.642,32.6,1.283,-50 to 125,300.0,4S - 4 Wire Spiral,SAE 100 R2,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R1-4,350.0,5076.0,12.0,0.472,5.9,0.232,-40 to 120,57.8,6S - 6 Wire Spiral,SAE 100 R2,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R1-4,250.0,3626.0,12.2,0.48,6.1,0.24,-50 to 150,162.4,6S - 6 Wire Spiral,EN 856 4SP,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R1-6,380.0,5511.0,18.5,0.728,10.1,0.398,-30 to 150,223.3,2 Wire Braid,SAE 100 R15,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R2-10,380.0,5511.0,25.1,0.988,15.4,0.606,-50 to 150,276.5,2 Wire Braid,SAE 100 R15,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R2-20,300.0,4351.0,38.3,1.508,29.3,1.154,-30 to 150,281.2,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R2-24,275.0,3989.0,40.7,1.602,35.1,1.382,-30 to 150,218.1,2 Wire Braid,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",R2-32,380.0,5511.0,57.2,2.252,49.6,1.953,-40 to 120,272.1,2 Wire Braid,SAE 100 R1,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",XT-10,500.0,7252.0,20.3,0.799,15.5,0.61,-50 to 120,119.1,1 Wire Braid,EN 856 4SP,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",XT-10,500.0,7252.0,23.7,0.933,14.3,0.563,-50 to 120,245.4,1 Wire Braid,SAE 100 R1,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",XT-20,450.0,6527.0,35.1,1.382,28.7,1.13,-30 to 125,58.7,1 Wire Braid,EN 853 2SN,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",XT-32,380.0,5511.0,58.8,2.315,50.3,1.98,-40 to 120,114.4,1 Wire Braid,EN 856 4SH,,,,,
YOKOHAMA,"THE YOKOHAMA RUBBER COMPANY, LIMITED",XT-8,200.0,2901.0,19.0,0.748,11.7,0.461,-50 to 120,260.2,2 Wire Braid,ISO 18752 A/D,,,,,
